dataset_index,image_id,distortion_type,severity_level,parameter_value,num_ground_truth_objects,num_predictions,true_positives,false_positives,false_negatives,precision,recall,f1_score,mean_matched_iou
1390,2011_001928,low_light,medium,0.35,4,4,4,0,0,1.0,1.0,1.0,0.8704385568268428
1390,2011_001928,low_light,severe,0.15,4,3,3,0,1,1.0,0.75,0.8571428571428571,0.9242862238921457
1422,2011_002464,gaussian_noise,mild,10.0,4,3,3,0,1,1.0,0.75,0.8571428571428571,0.9421464556857541
1422,2011_002464,gaussian_noise,medium,25.0,4,3,3,0,1,1.0,0.75,0.8571428571428571,0.9383022467978108
1422,2011_002464,gaussian_noise,severe,50.0,4,1,1,0,3,1.0,0.25,0.4,0.7899346340726889
1422,2011_002464,jpeg_compression,mild,50.0,4,3,3,0,1,1.0,0.75,0.8571428571428571,0.9122067611483887
1422,2011_002464,jpeg_compression,medium,20.0,4,3,1,2,3,0.3333333333333333,0.25,0.28571428571428575,0.951480695755808
1422,2011_002464,jpeg_compression,severe,5.0,4,0,0,0,4,0.0,0.0,0.0,0.0
1422,2011_002464,low_light,mild,0.6,4,4,3,1,1,0.75,0.75,0.75,0.9243249364194198
1422,2011_002464,low_light,medium,0.35,4,4,3,1,1,0.75,0.75,0.75,0.9138585206803252
1422,2011_002464,low_light,severe,0.15,4,4,3,1,1,0.75,0.75,0.75,0.9457359017206141
1442,2011_002851,gaussian_noise,mild,10.0,2,2,2,0,0,1.0,1.0,1.0,0.9109928719981543
1442,2011_002851,gaussian_noise,medium,25.0,2,1,1,0,1,1.0,0.5,0.6666666666666666,0.9519535092436802
1442,2011_002851,gaussian_noise,severe,50.0,2,2,1,1,1,0.5,0.5,0.5,0.8881928947276938
1442,2011_002851,jpeg_compression,mild,50.0,2,2,2,0,0,1.0,1.0,1.0,0.9200213305916027
1442,2011_002851,jpeg_compression,medium,20.0,2,2,2,0,0,1.0,1.0,1.0,0.8966847377581522
1442,2011_002851,jpeg_compression,severe,5.0,2,0,0,0,2,0.0,0.0,0.0,0.0
1442,2011_002851,low_light,mild,0.6,2,2,2,0,0,1.0,1.0,1.0,0.9229021925698258
1442,2011_002851,low_light,medium,0.35,2,2,2,0,0,1.0,1.0,1.0,0.928790708421849
1442,2011_002851,low_light,severe,0.15,2,1,1,0,1,1.0,0.5,0.6666666666666666,0.9381404895178895
1452,2011_003038,gaussian_noise,mild,10.0,6,4,2,2,4,0.5,0.3333333333333333,0.4,0.9209103702061323
1452,2011_003038,gaussian_noise,medium,25.0,6,2,2,0,4,1.0,0.3333333333333333,0.5,0.9272653573785377
1452,2011_003038,gaussian_noise,severe,50.0,6,1,1,0,5,1.0,0.16666666666666666,0.2857142857142857,0.9309242849573093
1452,2011_003038,jpeg_compression,mild,50.0,6,3,2,1,4,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.9378506673918608
1452,2011_003038,jpeg_compression,medium,20.0,6,2,2,0,4,1.0,0.3333333333333333,0.5,0.9069880695197259
1452,2011_003038,jpeg_compression,severe,5.0,6,0,0,0,6,0.0,0.0,0.0,0.0
1452,2011_003038,low_light,mild,0.6,6,7,4,3,2,0.5714285714285714,0.6666666666666666,0.6153846153846153,0.8733679144347983
1452,2011_003038,low_light,medium,0.35,6,5,4,1,2,0.8,0.6666666666666666,0.7272727272727272,0.7722632954638282
1452,2011_003038,low_light,severe,0.15,6,3,2,1,4,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.9385918068655137
1460,2011_003216,gaussian_noise,mild,10.0,1,1,1,0,0,1.0,1.0,1.0,0.5574589908591773
1460,2011_003216,gaussian_noise,medium,25.0,1,0,0,0,1,0.0,0.0,0.0,0.0
1460,2011_003216,gaussian_noise,severe,50.0,1,0,0,0,1,0.0,0.0,0.0,0.0
1460,2011_003216,jpeg_compression,mild,50.0,1,1,0,1,1,0.0,0.0,0.0,0.0
1460,2011_003216,jpeg_compression,medium,20.0,1,0,0,0,1,0.0,0.0,0.0,0.0
1460,2011_003216,jpeg_compression,severe,5.0,1,0,0,0,1,0.0,0.0,0.0,0.0
1460,2011_003216,low_light,mild,0.6,1,1,1,0,0,1.0,1.0,1.0,0.918428039350198
1460,2011_003216,low_light,medium,0.35,1,1,1,0,0,1.0,1.0,1.0,0.7288341210265428
1460,2011_003216,low_light,severe,0.15,1,1,1,0,0,1.0,1.0,1.0,0.7523470845237508
